title,link,date_parsed
"Southeast Wisconsin weather: More sunshine Thursday, temps in the lower 70s",news.google.com/./articles/CBMifWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci1zdW5zaGluZS1hbmQtdGVtcGVyYXR1cmVzLW5lYXItNzAtd2VkbmVzZGF50gGHAWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci1zdW5zaGluZS1hbmQtdGVtcGVyYXR1cmVzLW5lYXItNzAtd2VkbmVzZGF5P19hbXA9dHJ1ZQ?hl=en-US&gl=US&ceid=US%3Aen,11-2-2022
Mild November air for the next two days,news.google.com/./articles/CBMiTmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbWlsZC1ub3ZlbWJlci1haXItZm9yLXRoZS1uZXh0LXR3by1kYXlzL9IBUmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbWlsZC1ub3ZlbWJlci1haXItZm9yLXRoZS1uZXh0LXR3by1kYXlzL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-9-2022
RECORD WARMTH FOR NORTHEAST WISCONSIN,news.google.com/./articles/CBMiQmh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMTEvMDMvcmVjb3JkLXdhcm10aC1ub3J0aGVhc3Qtd2lzY29uc2luL9IBUWh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMTEvMDMvcmVjb3JkLXdhcm10aC1ub3J0aGVhc3Qtd2lzY29uc2luLz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,11-2-2022
Severe weather threat returns to Wisconsin on Thursday,news.google.com/./articles/CBMiZWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8xMS8wOS9zZXZlcmUtdGhyZWF0LXJldHVybnMtdGh1cnNkYXktaW4td2lzY29uc2lu0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-10-2022
Late rain chance tonight,news.google.com/./articles/CBMiP2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbGF0ZS1yYWluLWNoYW5jZS10b25pZ2h0L9IBQ2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbGF0ZS1yYWluLWNoYW5jZS10b25pZ2h0L2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-8-2022
2022 in Review: Wisconsin's Weather Year in 12 Photos,news.google.com/./articles/CBMiV2h0dHBzOi8vdXBub3J0aG5ld3N3aS5jb20vMjAyMi8xMS8yMi9iZXN0LW9mLTIwMjItd2lzY29uc2lucy13ZWF0aGVyLXllYXItaW4tMTItcGhvdG9zL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-22-2022
Big swings in temperatures this week,news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvYmlnLXN3aW5ncy1pbi10ZW1wZXJhdHVyZXMtdGhpcy13ZWVrL9IBT2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvYmlnLXN3aW5ncy1pbi10ZW1wZXJhdHVyZXMtdGhpcy13ZWVrL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-7-2022
Light snow and chilly temperatures the next several days,news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbGlnaHQtc25vdy1hbmQtY2hpbGx5LXRlbXBlcmF0dXJlcy10aGUtbmV4dC1zZXZlcmFsLWRheXMv0gFjaHR0cHM6Ly93d3cud2VhcmVncmVlbmJheS5jb20vd2VhdGhlci9saWdodC1zbm93LWFuZC1jaGlsbHktdGVtcGVyYXR1cmVzLXRoZS1uZXh0LXNldmVyYWwtZGF5cy9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,11-14-2022
Sunshine and a chilly breeze Monday,news.google.com/./articles/CBMiSmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvc3Vuc2hpbmUtYW5kLWEtY2hpbGx5LWJyZWV6ZS1tb25kYXkv0gFOaHR0cHM6Ly93d3cud2VhcmVncmVlbmJheS5jb20vd2VhdGhlci9zdW5zaGluZS1hbmQtYS1jaGlsbHktYnJlZXplLW1vbmRheS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,11-21-2022
Golfers enjoy warm weather as Wisconsin expects cold front,news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy9nb2xmZXJzLWVuam95LXdhcm0td2VhdGhlci1hcy13aXNjb25zaW4tZXhwZWN0cy1jb2xkLWZyb250L9IBbWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL25ld3MvbG9jYWwtbmV3cy9nb2xmZXJzLWVuam95LXdhcm0td2VhdGhlci1hcy13aXNjb25zaW4tZXhwZWN0cy1jb2xkLWZyb250L2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-3-2022
These are the different forms winter weather can take on in Wisconsin,news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvdGhlc2UtYXJlLXRoZS1kaWZmZXJlbnQtZm9ybXMtd2ludGVyLXdlYXRoZXItY2FuLXRha2Utb24taW4td2lzY29uc2lu0gFsaHR0cHM6Ly93d3cudG1qNC5jb20vd2VhdGhlci90aGVzZS1hcmUtdGhlLWRpZmZlcmVudC1mb3Jtcy13aW50ZXItd2VhdGhlci1jYW4tdGFrZS1vbi1pbi13aXNjb25zaW4_X2FtcD10cnVl?hl=en-US&gl=US&ceid=US%3Aen,11-17-2022
Northeast Wisconsin feels temperatures plummet to the 30s,news.google.com/./articles/CBMiowFodHRwczovL2ZveDExb25saW5lLmNvbS93ZWF0aGVyL3dlYXRoZXItc3Rvcmllcy9ub3J0aGVhc3Qtd2lzY29uc2luLWdyZWVuLWJheS10ZW1wZXJhdHVyZXMtZHJvcC1wbHVtbWV0LWRlZ3JlZXMtY29sZC13aW50ZXItd2VhdGhlci1hdXR1bW4tc25vdy1zdW5ueS13aXd4LW5vdmVtYmVy0gGnAWh0dHBzOi8vZm94MTFvbmxpbmUuY29tL2FtcC93ZWF0aGVyL3dlYXRoZXItc3Rvcmllcy9ub3J0aGVhc3Qtd2lzY29uc2luLWdyZWVuLWJheS10ZW1wZXJhdHVyZXMtZHJvcC1wbHVtbWV0LWRlZ3JlZXMtY29sZC13aW50ZXItd2VhdGhlci1hdXR1bW4tc25vdy1zdW5ueS13aXd4LW5vdmVtYmVy?hl=en-US&gl=US&ceid=US%3Aen,11-11-2022
Warm and sunny start to the weekend,news.google.com/./articles/CBMiSmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvd2FybS1hbmQtc3Vubnktc3RhcnQtdG8tdGhlLXdlZWtlbmQv0gFOaHR0cHM6Ly93d3cud2VhcmVncmVlbmJheS5jb20vd2VhdGhlci93YXJtLWFuZC1zdW5ueS1zdGFydC10by10aGUtd2Vla2VuZC9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,11-24-2022
Warm temperatures in Wisconsin to give way for wintry weather,news.google.com/./articles/CBMigAFodHRwczovL3d3dy5wb3N0Y3Jlc2NlbnQuY29tL3N0b3J5L3dlYXRoZXIvMjAyMi8xMS8xMC93YXJtLXRlbXBlcmF0dXJlcy1pbi13aXNjb25zaW4tdG8tZ2l2ZS13YXktZm9yLXdpbnRyeS13ZWF0aGVyLzY5NjM2ODE5MDA3L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-10-2022
Warming trend continues into the holiday weekend,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvd2FybWluZy10cmVuZC1jb250aW51ZXMtaW50by10aGUtaG9saWRheS13ZWVrZW5kL9IBW2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvd2FybWluZy10cmVuZC1jb250aW51ZXMtaW50by10aGUtaG9saWRheS13ZWVrZW5kL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-22-2022
Iowa vs. Wisconsin: Updated Vegas Line + Weather Update,news.google.com/./articles/CBMilAFodHRwczovL3d3dy5ibGFja2hlYXJ0Z29sZHBhbnRzLmNvbS8yMDIyLzExLzExLzIzNDUzMTAxL2lvd2EtaGF3a2V5ZS12cy13aXNjb25zaW4tYmFkZ2Vycy11cGRhdGVkLXZlZ2FzLWxpbmUtc3ByZWFkLXdlYXRoZXItZm9yZWNhc3QtZHJhZnRraW5ncy1iaGdw0gGhAWh0dHBzOi8vd3d3LmJsYWNraGVhcnRnb2xkcGFudHMuY29tL3BsYXRmb3JtL2FtcC8yMDIyLzExLzExLzIzNDUzMTAxL2lvd2EtaGF3a2V5ZS12cy13aXNjb25zaW4tYmFkZ2Vycy11cGRhdGVkLXZlZ2FzLWxpbmUtc3ByZWFkLXdlYXRoZXItZm9yZWNhc3QtZHJhZnRraW5ncy1iaGdw?hl=en-US&gl=US&ceid=US%3Aen,11-11-2022
"Monday, November 7 weather update for southern Wisconsin",news.google.com/./articles/CBMiiAFodHRwczovL3d3dy53aXNjbmV3cy5jb20vd2VhdGhlci9tb25kYXktbm92ZW1iZXItNy13ZWF0aGVyLXVwZGF0ZS1mb3Itc291dGhlcm4td2lzY29uc2luL3ZpZGVvXzU2YjM1YjZjLTMwZDktNTVmMS04OWZkLTIzM2Y2OTlkMjA1My5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-7-2022
"Thursday, November 10 weather update for Wisconsin and southeast Minnesota",news.google.com/./articles/CBMinAFodHRwczovL2xha2VnZW5ldmFuZXdzLm5ldC93ZWF0aGVyL3RodXJzZGF5LW5vdmVtYmVyLTEwLXdlYXRoZXItdXBkYXRlLWZvci13aXNjb25zaW4tYW5kLXNvdXRoZWFzdC1taW5uZXNvdGEvdmlkZW9fNjI0MDlhNDMtYmYwYy01NGUwLWFlODItM2E0M2U3NjRmNGFkLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,11-10-2022
Few late snow showers; colder temps on the way,news.google.com/./articles/CBMiVGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvZmV3LWxhdGUtc25vdy1zaG93ZXJzLWNvbGRlci10ZW1wcy1vbi10aGUtd2F5L9IBWGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvZmV3LWxhdGUtc25vdy1zaG93ZXJzLWNvbGRlci10ZW1wcy1vbi10aGUtd2F5L2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-16-2022
Coldest night of the season before a holiday warm up,news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvY29sZGVzdC1uaWdodC1vZi10aGUtc2Vhc29uLWJlZm9yZS1hLWhvbGlkYXktd2FybS11cC_SAV9odHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS93ZWF0aGVyL2NvbGRlc3QtbmlnaHQtb2YtdGhlLXNlYXNvbi1iZWZvcmUtYS1ob2xpZGF5LXdhcm0tdXAvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,11-19-2022
"Tuesday, November 8 weather update for southern Wisconsin",news.google.com/./articles/CBMiiwFodHRwczovL2xha2VnZW5ldmFuZXdzLm5ldC93ZWF0aGVyL3R1ZXNkYXktbm92ZW1iZXItOC13ZWF0aGVyLXVwZGF0ZS1mb3Itc291dGhlcm4td2lzY29uc2luL3ZpZGVvXzRlYWQ0ZGNmLWNiMTctNWFkZC1hZDg5LWFlOTNkMDI4YTgwYi5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-8-2022
"Monday, November 21 weather update for southern Wisconsin",news.google.com/./articles/CBMinAFodHRwczovL3d3dy5rZW5vc2hhbmV3cy5jb20vbmV3cy9zdGF0ZS1hbmQtcmVnaW9uYWwvbW9uZGF5LW5vdmVtYmVyLTIxLXdlYXRoZXItdXBkYXRlLWZvci1zb3V0aGVybi13aXNjb25zaW4vdmlkZW9fMzIyM2UzZmUtNDk4OS01MDE4LThiOTktZTU5NmYyNGRiZDc3Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,11-21-2022
Another warm day before a rainy stretch,news.google.com/./articles/CBMiTmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvYW5vdGhlci13YXJtLWRheS1iZWZvcmUtYS1yYWlueS1zdHJldGNoL9IBUmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvYW5vdGhlci13YXJtLWRheS1iZWZvcmUtYS1yYWlueS1zdHJldGNoL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,11-3-2022
"Tuesday, November 15 weather update for southern Wisconsin",news.google.com/./articles/CBMijQFodHRwczovL3d3dy5rZW5vc2hhbmV3cy5jb20vd2VhdGhlci90dWVzZGF5LW5vdmVtYmVyLTE1LXdlYXRoZXItdXBkYXRlLWZvci1zb3V0aGVybi13aXNjb25zaW4vdmlkZW9fOWY4MTRmYWEtNjFjNy01MGEzLWI0YWYtZmU2ZjlhOTllNzU4Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,11-15-2022
Snowplows hit the roads as winter-like weather comes early,news.google.com/./articles/CBMiWWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL25ld3MvMjAyMi8xMS8xNS9zbm93cGxvdy1jcmV3cy1mYWNlLWZpcnN0LXNub3dmYWxs0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-15-2022
Wisconsin weather forecast calls for some snow in northern region,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMTAvMDYvd2lzY29uc2luLXdlYXRoZXItZm9yZWNhc3QtY2FsbHMtc29tZS1zbm93LW5vcnRoZXJuLXJlZ2lvbi84MTkxNjM1MDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,10-6-2022
Snow/rain mix across Wisconsin Friday,news.google.com/./articles/CBMiTGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvc25vdy1yYWluLW1peC1hY3Jvc3Mtd2lzY29uc2luLWZyaWRheS_SAVBodHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS93ZWF0aGVyL3Nub3ctcmFpbi1taXgtYWNyb3NzLXdpc2NvbnNpbi1mcmlkYXkvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,10-14-2022
"Southeast Wisconsin weather: Highs in the 80s Friday, chance for evening showers",news.google.com/./articles/CBMieWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci10ZW1wZXJhdHVyZXMtcmV0dXJuLXRvLXRoZS04MHMtdGh1cnNkYXnSAYMBaHR0cHM6Ly93d3cudG1qNC5jb20vd2VhdGhlci9mb3JlY2FzdC90b2RheXMtZm9yZWNhc3Qvc291dGhlYXN0LXdpc2NvbnNpbi13ZWF0aGVyLXRlbXBlcmF0dXJlcy1yZXR1cm4tdG8tdGhlLTgwcy10aHVyc2RheT9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,8-19-2022
"La Nina could bring a cold, wet, snowy winter to Wisconsin",news.google.com/./articles/CBMid2h0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMTAvMjUvbGEtbmluYS1jb3VsZC1icmluZy1hLWNvbGQtd2V0LXNub3d5LXdpbnRlci10by13aXNjb25zaW4vNjk1ODYyNjMwMDcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,10-25-2022
Sunny and mild weather just in time for the weekend,news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvc3VubnktYW5kLW1pbGQtd2VhdGhlci1qdXN0LWluLXRpbWUtZm9yLXRoZS13ZWVrZW5kL9IBXmh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvc3VubnktYW5kLW1pbGQtd2VhdGhlci1qdXN0LWluLXRpbWUtZm9yLXRoZS13ZWVrZW5kL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,10-20-2022
"Wisconsin weather: Heat index to top 100 in Milwaukee, Green Bay",news.google.com/./articles/CBMidmh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDYvMjAvd2lzY29uc2luLXdlYXRoZXItaGVhdC1pbmRleC10b3AtMTAwLW1pbHdhdWtlZS1ncmVlbi1iYXkvNzY4MTcyNDAwMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,6-20-2022
"Large parts of Wisconsin could see a snowier than normal winter, according to AccuWeather's long-range forecast",news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LnBvc3RjcmVzY2VudC5jb20vc3RvcnkvbmV3cy8yMDIyLzEwLzA3L2xhcmdlLXBhcnRzLXdpc2NvbnNpbi1jb3VsZC1zZWUtc25vd2llci13aW50ZXItYWNjdXdlYXRoZXItc2F5cy84MTk1MDEyMDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,10-7-2022
Wisconsin fall forecast,news.google.com/./articles/CBMiUWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8xMC8wNC93aXNjb25zaW4tZmFsbC1mb3JlY2FzdNIBAA?hl=en-US&gl=US&ceid=US%3Aen,10-4-2022
Southeast Wisconsin weather: Cloudy and humid with scattered showers on Thursday,news.google.com/./articles/CBMidmh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci1hbm90aGVyLXN1bm55LWFuZC13YXJtLWRheS13ZWRuZXNkYXnSAYABaHR0cHM6Ly93d3cudG1qNC5jb20vd2VhdGhlci9mb3JlY2FzdC90b2RheXMtZm9yZWNhc3Qvc291dGhlYXN0LXdpc2NvbnNpbi13ZWF0aGVyLWFub3RoZXItc3VubnktYW5kLXdhcm0tZGF5LXdlZG5lc2RheT9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,8-24-2022
"NWS Winter Outlook: Wisconsin favored to be colder, wetter than average",news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LmZveDZub3cuY29tL3dlYXRoZXIvd2ludGVyLW91dGxvb2stcmVsZWFzZWQtd2lzY29uc2luLWZhdm9yZWQtdG8tYmUtY29sZGVyLWFuZC13ZXR0ZXItdGhhbi1hdmVyYWdl0gFyaHR0cHM6Ly93d3cuZm94Nm5vdy5jb20vd2VhdGhlci93aW50ZXItb3V0bG9vay1yZWxlYXNlZC13aXNjb25zaW4tZmF2b3JlZC10by1iZS1jb2xkZXItYW5kLXdldHRlci10aGFuLWF2ZXJhZ2UuYW1w?hl=en-US&gl=US&ceid=US%3Aen,10-20-2022
"Southeast Wisconsin weather: Sunny, windy Thursday with highs near 60",news.google.com/./articles/CBMid2h0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci1jb2xkLWZyb250LW9uLXRoZS13YXktdG8tZW5kLXRoZS13ZWVr0gGBAWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci1jb2xkLWZyb250LW9uLXRoZS13YXktdG8tZW5kLXRoZS13ZWVrP19hbXA9dHJ1ZQ?hl=en-US&gl=US&ceid=US%3Aen,9-21-2022
Nice stretch of weather this week,news.google.com/./articles/CBMiSGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbmljZS1zdHJldGNoLW9mLXdlYXRoZXItdGhpcy13ZWVrL9IBTGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvbmljZS1zdHJldGNoLW9mLXdlYXRoZXItdGhpcy13ZWVrL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,9-6-2022
Temps tick up a notch this weekend,news.google.com/./articles/CBMiRWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvd2FybS1hbmQtYnJpZ2h0ZXItdGhpcy13ZWVrZW5kL9IBSWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvd2FybS1hbmQtYnJpZ2h0ZXItdGhpcy13ZWVrZW5kL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,10-28-2022
What La Niña means for fall in Wisconsin:,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvYmV5b25kdGhlZm9yZWNhc3Qvd2hhdC1sYS1uaW5hLW1lYW5zLWZvci1mYWxsLWluLXdpc2NvbnNpbi_SAWVodHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS93ZWF0aGVyL2JleW9uZHRoZWZvcmVjYXN0L3doYXQtbGEtbmluYS1tZWFucy1mb3ItZmFsbC1pbi13aXNjb25zaW4vYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,8-17-2022
Chilly & breezy Wednesday; much warmer weather ahead,news.google.com/./articles/CBMiR2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvY2hpbGx5LW11Y2gtd2FybWVyLXdlYXRoZXItYWhlYWQv0gFLaHR0cHM6Ly93d3cud2VhcmVncmVlbmJheS5jb20vd2VhdGhlci9jaGlsbHktbXVjaC13YXJtZXItd2VhdGhlci1haGVhZC9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,10-19-2022
"One more warm day, then rainy",news.google.com/./articles/CBMiQ2h0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvb25lLW1vcmUtd2FybS1kYXktdGhlbi1yYWlueS_SAUdodHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS93ZWF0aGVyL29uZS1tb3JlLXdhcm0tZGF5LXRoZW4tcmFpbnkvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,10-24-2022
"Southeast Wisconsin weather: Windy, cool Thursday with morning temps in the 40s",news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NjYXR0ZXJlZC1zaG93ZXJzLWFuZC10aHVuZGVyc3Rvcm1zLXRodXJzZGF50gFsaHR0cHM6Ly93d3cudG1qNC5jb20vd2VhdGhlci9mb3JlY2FzdC90b2RheXMtZm9yZWNhc3Qvc2NhdHRlcmVkLXNob3dlcnMtYW5kLXRodW5kZXJzdG9ybXMtdGh1cnNkYXk_X2FtcD10cnVl?hl=en-US&gl=US&ceid=US%3Aen,10-12-2022
Wisconsin Weather Forecast: What To Expect This July 4 Weekend,news.google.com/./articles/CBMiW2h0dHBzOi8vcGF0Y2guY29tL3dpc2NvbnNpbi9taWx3YXVrZWUvd2lzY29uc2luLXdlYXRoZXItZm9yZWNhc3Qtd2hhdC1leHBlY3QtanVseS00LXdlZWtlbmTSAQA?hl=en-US&gl=US&ceid=US%3Aen,6-28-2022
"Southeast Wisconsin weather: Scattered showers continue Wednesday, highs in the 60s",news.google.com/./articles/CBMieWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L3NvdXRoZWFzdC13aXNjb25zaW4td2VhdGhlci1hbm90aGVyLXN1bm55LWRheS13aXRoLXRlbXBzLWluLXRoZS03MHPSAYMBaHR0cHM6Ly93d3cudG1qNC5jb20vd2VhdGhlci9mb3JlY2FzdC90b2RheXMtZm9yZWNhc3Qvc291dGhlYXN0LXdpc2NvbnNpbi13ZWF0aGVyLWFub3RoZXItc3VubnktZGF5LXdpdGgtdGVtcHMtaW4tdGhlLTcwcz9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,10-11-2022
Temps heading way above normal Tuesday,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvdGVtcHMtaGVhZGluZy13YXktYWJvdmUtbm9ybWFsLXR1ZXNkYXkv0gFRaHR0cHM6Ly93d3cud2VhcmVncmVlbmJheS5jb20vd2VhdGhlci90ZW1wcy1oZWFkaW5nLXdheS1hYm92ZS1ub3JtYWwtdHVlc2RheS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,10-11-2022
Southeast Wisconsin weather: Sunday evening t-storms,news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L2ZhbGwtd2VhdGhlci1jb250aW51ZXMtZnJpZGF5LXdpdGgtaGlnaHMtaW4tdGhlLTYwc9IBc2h0dHBzOi8vd3d3LnRtajQuY29tL3dlYXRoZXIvZm9yZWNhc3QvdG9kYXlzLWZvcmVjYXN0L2ZhbGwtd2VhdGhlci1jb250aW51ZXMtZnJpZGF5LXdpdGgtaGlnaHMtaW4tdGhlLTYwcz9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,9-25-2022
"Severe weather across Wisconsin will become hot, humid starting Tuesday",news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3Lndwci5vcmcvc2V2ZXJlLXdlYXRoZXItYWNyb3NzLXdpc2NvbnNpbi13aWxsLWJlY29tZS1ob3QtaHVtaWQtc3RhcnRpbmctdHVlc2RhedIBAA?hl=en-US&gl=US&ceid=US%3Aen,6-13-2022
Rainy start to the holiday weekend,news.google.com/./articles/CBMiSWh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvcmFpbnktc3RhcnQtdG8tdGhlLWhvbGlkYXktd2Vla2VuZC_SAU1odHRwczovL3d3dy53ZWFyZWdyZWVuYmF5LmNvbS93ZWF0aGVyL3JhaW55LXN0YXJ0LXRvLXRoZS1ob2xpZGF5LXdlZWtlbmQvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,9-2-2022
"Severe weather likely for Wisconsin, Milwaukee, Green Bay on Saturday",news.google.com/./articles/CBMiggFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3Rvcnkvd2VhdGhlci8yMDIyLzA3LzIxL3NldmVyZS13ZWF0aGVyLXN0b3Jtcy1saWtlbHktd2lzY29uc2luLW1pbHdhdWtlZS1ncmVlbi1iYXktc2F0dXJkYXkvMTAxMTU1NjUwMDIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,7-21-2022
