INTERACTION_ID,INTERACTION_CLIENTID,CLIENT_ID,SITE_ID,AGENCY_ID,PROGRAM_ID,SERVICE_ID,TAXONOMY_ID,TAXONOMY_NAME,DATEOFREFERRAL,AGENCY_PARENTID,SITESYSTEM_NAME,AGENCYSYSTEM_NAME,INTERACTIONREFERRAL_ID,AGENCYSYSTEM_PARENTNAME
1224760,16704,16704,28505,None,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1843748,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1224758,23690,23690,29956,None,None,51931,407761,Food Pantries,None,16799,EBENEZER CHURCH OF GOD IN CHRIST, AgencySystem_Name: None,1843746,EBENEZER CHURCH OF GOD IN CHRIST
1224755,38283,38283,20050,None,None,64033,487,Immunization Incentive Programs,None,11407,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF PUBLIC HEALTH, AgencySystem_Name: None,1843819,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF PUBLIC HEALTH
1224729,25703,25703,37535,None,None,64756,408943,VITA Programs,None,23592,VOLUNTEER INCOME TAX ASSISTANCE PROGRAM - SOUTHEAST WISCONSIN - RIVERWORKS DEVELOPMENT CORPORATION, AgencySystem_Name: None,1843707,VOLUNTEER INCOME TAX ASSISTANCE PROGRAM - SOUTHEAST WISCONSIN
1224703,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843668,GREAT RIVERS 2-1-1
1224671,32275,32275,37348,None,None,64150,408261,Internet Service Payment Assistance,None,23507,BUG TUSSEL WIRELESS, AgencySystem_Name: None,1843606,BUG TUSSEL WIRELESS
1224667,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843600,GREAT RIVERS 2-1-1
1224601,30794,30794,12097,None,None,19367,408314,Do Not Call Registries,None,932,WISCONSIN DEPARTMENT OF AGRICULTURE, TaxonomyLink_Id: None, 'DateOfServiceProvided': None, InteractionReferral_Id: 1843480
1224599,43604,43604,37477,None,None,64439,3,Homelessness Prevention Programs,None,23570,MILWAUKEE RENTAL HOUSING RESOURCE CENTER, AgencySystem_Name: None,1843477,MILWAUKEE RENTAL HOUSING RESOURCE CENTER
1224591,39814,39814,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1843467,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1224574,23614,23614,37587,None,None,64551,408943,VITA Programs,None,23592,VOLUNTEER INCOME TAX ASSISTANCE PROGRAM - SOUTHEAST WISCONSIN - SOCIAL DEVELOPMENT COMMISSION - TEUTONIA AVENUE, AgencySystem_Name: None,1843435,VOLUNTEER INCOME TAX ASSISTANCE PROGRAM - SOUTHEAST WISCONSIN
1224481,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843281,GREAT RIVERS 2-1-1
1224479,36211,36211,29867,None,None,47542,413269,Central Intake/Assessment for Mental Health Services,None,15618,ZZZ - MENOMONEE FALLS BEHAVIORAL HEALTH CLINIC - NORTH HILLS HEALTH CENTER  - MENOMONEE FALLS, AgencySystem_Name: None,1843276,FROEDTERT AND MEDICAL COLLEGE OF WISCONSIN - FROEDTERT HOSPITAL CAMPUS
1224467,29825,29825,28839,None,None,50754,408541,Sewer System Complaints,None,16451,CUDAHY CITY HALL, AgencySystem_Name: None,1843259,CUDAHY
1224453,34761,34761,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1843238,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1224444,18537,18537,28400,None,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1843225,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1224426,2670,2670,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843202,GREAT RIVERS 2-1-1
1224419,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1843191,IMPACT
1224402,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843170,GREAT RIVERS 2-1-1
1224396,25213,25213,28505,None,None,50074,408046,Refrigerators,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1843160,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1224392,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843155,GREAT RIVERS 2-1-1
1224378,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843142,GREAT RIVERS 2-1-1
1224371,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843130,GREAT RIVERS 2-1-1
1224347,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843092,GREAT RIVERS 2-1-1
1224330,2702,2702,22234,None,None,38982,413132,Talklines/Warmlines,None,13399,IRIS  PLACE - NAMI FOX VALLEY, AgencySystem_Name: None,1843071,IRIS PLACE - NAMI FOX VALLEY
1224323,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843063,GREAT RIVERS 2-1-1
1224297,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843020,GREAT RIVERS 2-1-1
1224294,18537,18537,27055,None,None,63041,408259,Gas Service Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST, AgencySystem_Name: None,1843017,COMMUNITY ADVOCATES
1224292,28506,28506,None,None,None,None,141,Ride App Services,None,None,None, AgencySystem_Name: None,1843015, AgencySystem_ParentName: None
1224285,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1843003,GREAT RIVERS 2-1-1
1224184,34154,34154,27533,None,None,47735,413866,Building Code Violations Reporting,None,15677,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES - ANDERSON WATER TOWER MUNICIPAL BUILDING, AgencySystem_Name: None,1842825,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES
1224164,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1842795,GREAT RIVERS 2-1-1
1224143,21707,21707,28159,None,None,49132,409285,Legal Representation,None,15987,LEGAL AID SOCIETY OF MILWAUKEE, AgencySystem_Name: None,1842759,LEGAL AID SOCIETY OF MILWAUKEE
1224114,16036,16036,28929,None,None,46804,5,Human Trafficking Shelters,None,15476,COMMUNITY ADVOCATES - MILWAUKEE WOMENS CENTER, AgencySystem_Name: None,1842700,COMMUNITY ADVOCATES
1224111,16036,16036,28435,None,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE, AgencySystem_Name: None,1842697,MILWAUKEE RESCUE MISSION
1224104,23802,23802,37477,None,None,64439,3,Homelessness Prevention Programs,None,23570,MILWAUKEE RENTAL HOUSING RESOURCE CENTER, AgencySystem_Name: None,1842689,MILWAUKEE RENTAL HOUSING RESOURCE CENTER
1224091,2841,2841,7489,754,None,16319,413247,General Crisis Intervention Hotlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1860306,GREAT RIVERS 2-1-1
1224041,37996,37996,29715,None,None,48208,411276,Food Stamps/SNAP Applications,None,15832,HUNGER TASK FORCE - MILWAUKEE ENROLLMENT SERVICES, AgencySystem_Name: None,1842554,HUNGER TASK FORCE
1223986,30763,30763,5589,None,None,7111,408118,Thrift Shops,None,1856,UNIVERSITY OF WISCONSIN - MADISON - SURPLUS WITH A PURPOSE, AgencySystem_Name: None,1842456,UNIVERSITY OF WISCONSIN - MADISON - SURPLUS WITH A PURPOSE
1223952,42921,42921,19318,None,None,22076,407943,Rent Payment Assistance,None,11270,UNITED MIGRANT OPPORTUNITY SERVICES (UMOS) - MILWAUKEE, AgencySystem_Name: None,1842397,UNITED MIGRANT OPPORTUNITY SERVICES
1223951,42191,42191,27744,None,None,48170,407980,Public Housing,None,15823,HOUSING AUTHORITY OF THE CITY OF MILWAUKEE - COMMUNITY SERVICES, AgencySystem_Name: None,1842396,HOUSING AUTHORITY OF THE CITY OF MILWAUKEE
1223926,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1842356,GREAT RIVERS 2-1-1
1223858,25462,25462,30499,None,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET, AgencySystem_Name: None,1842247,211 USE - COMMUNITY SHELTER UNMET
1223817,14613,14613,28434,None,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION, AgencySystem_Name: None,1842160,MILWAUKEE RESCUE MISSION
1223786,38283,38283,20050,None,None,61698,410441,Disease/Disability Information,None,11407,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF PUBLIC HEALTH, AgencySystem_Name: None,1842104,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF PUBLIC HEALTH
1223746,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1842035,IMPACT
1223745,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1842034,IMPACT
1223743,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1842032,GREAT RIVERS 2-1-1
1223742,20599,20599,28400,None,None,61692,408260,Heating Fuel Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1842031,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1223718,36377,36377,36455,None,None,49289,413247,General Crisis Intervention Hotlines,None,16023,KENOSHA HUMAN DEVELOPMENT SERVICES - CRISIS CENTER, AgencySystem_Name: None,1841994,KENOSHA HUMAN DEVELOPMENT SERVICES
1223711,30270,30270,27180,None,None,47015,411138,Job Banks,None,15521,WISCONSIN DWD - NORTHEAST WI JOB CENTER, AgencySystem_Name: None,1841980,WISCONSIN DEPARTMENT OF WORKFORCE DEVELOPMENT - SOUTHEAST REGION
1223707,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1841975,GREAT RIVERS 2-1-1
1223700,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1841968,GREAT RIVERS 2-1-1
1223668,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1841925,GREAT RIVERS 2-1-1
1223667,2841,2841,37424,23549,None,64316,407943,Rent Payment Assistance,None,23549,REACH SERVICES AND RESOURCE CENTER,REACH SERVICES AND RESOURCE CENTER,1841924,REACH SERVICES AND RESOURCE CENTER
1223652,34123,34123,28435,None,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE, AgencySystem_Name: None,1841897,MILWAUKEE RESCUE MISSION
1223636,19972,19972,27112,None,None,46898,414598,Television Stations/Access Systems,None,15508,CHANNEL 6 WITI, AgencySystem_Name: None,1841871,TELEVISION STATIONS - MILWAUKEE AREA
1223630,19972,19972,27857,None,None,48477,346,COVID-19 Diagnostic Tests,None,15868,PROGRESSIVE COMMUNITY HEALTH CENTERS - LISBON AVENUE HEALTH CENTER, AgencySystem_Name: None,1841866,PROGRESSIVE COMMUNITY HEALTH CENTERS
1223532,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1841724,GREAT RIVERS 2-1-1
1223464,24430,24430,28405,None,None,49721,410313,Aging and Disability Resource Centers,None,16176,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY - MARCIA P COGGS CENTER, AgencySystem_Name: None,1841587,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY
1223424,22475,22475,19961,None,None,22717,408506,Physician/Surgeon Complaints,None,11383,WISCONSIN DEPARTMENT OF SAFETY AND PROFESSIONAL SERVICES, AgencySystem_Name: None,1841520,WISCONSIN DEPARTMENT OF SAFETY AND PROFESSIONAL SERVICES
1223361,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1841395,GREAT RIVERS 2-1-1
1223289,32391,32391,27112,None,None,46898,414598,Television Stations/Access Systems,None,15508,CHANNEL 6 WITI, AgencySystem_Name: None,1841273,TELEVISION STATIONS - MILWAUKEE AREA
1223194,16580,16580,28434,None,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION, AgencySystem_Name: None,1841102,MILWAUKEE RESCUE MISSION
1223184,27944,27944,28434,None,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION, AgencySystem_Name: None,1841071,MILWAUKEE RESCUE MISSION
1223180,28859,28859,37477,None,None,64439,3,Homelessness Prevention Programs,None,23570,MILWAUKEE RENTAL HOUSING RESOURCE CENTER, AgencySystem_Name: None,1841067,MILWAUKEE RENTAL HOUSING RESOURCE CENTER
1223130,38029,38029,28504,None,None,55073,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA, AgencySystem_Name: None,1840995,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1223118,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1840970,GREAT RIVERS 2-1-1
1223072,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1840892,GREAT RIVERS 2-1-1
1223051,30405,30405,28400,None,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1840841,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1223032,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1840816,IMPACT
1223025,25887,25887,28397,None,None,64459,407891,Emergency Shelter Clearinghouses,None,16173,IMPACT - 211, AgencySystem_Name: None,1840806,IMPACT
1223008,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1840786,GREAT RIVERS 2-1-1
1222994,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1840770,GREAT RIVERS 2-1-1
1222984,22475,22475,28929,None,None,46804,407870,Domestic Violence Shelters,None,15476,COMMUNITY ADVOCATES - MILWAUKEE WOMENS CENTER, AgencySystem_Name: None,1840754,COMMUNITY ADVOCATES
1222976,41831,41831,28504,None,None,50065,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA, AgencySystem_Name: None,1840742,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1222897,32516,32516,None,None,None,None,411418,Foster Care/Temporary Shelter for Animals,None,None,None, AgencySystem_Name: None,1840597, AgencySystem_ParentName: None
1222877,20541,20541,19955,None,None,22704,407920,First Time Buyer Home Loans,None,11377,WISCONSIN HOUSING AND ECONOMIC DEVELOPMENT AUTHORITY - MILWAUKEE OFFICE, AgencySystem_Name: None,1840575,WISCONSIN HOUSING AND ECONOMIC DEVELOPMENT AUTHORITY
1222838,35820,35820,26986,None,None,64947,407761,Food Pantries,None,15463,CASA MARIA CATHOLIC WORKER, AgencySystem_Name: None,1840514,CASA MARIA CATHOLIC WORKER
1222831,20245,20245,30499,None,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET, AgencySystem_Name: None,1840501,211 USE - COMMUNITY SHELTER UNMET
1222760,34254,34254,30883,None,None,52339,407956,Housing Search Assistance,None,16992,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES, AgencySystem_Name: None,1840355,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES
1222751,29406,29406,28159,None,None,49132,409285,Legal Representation,None,15987,LEGAL AID SOCIETY OF MILWAUKEE, AgencySystem_Name: None,1840345,LEGAL AID SOCIETY OF MILWAUKEE
1222702,39638,39638,28397,None,None,64459,407891,Emergency Shelter Clearinghouses,None,16173,IMPACT - 211, AgencySystem_Name: None,1840277,IMPACT
1222601,34921,34921,20050,None,None,64033,487,Immunization Incentive Programs,None,11407,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF PUBLIC HEALTH, AgencySystem_Name: None,1840112,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF PUBLIC HEALTH
1222533,23078,23078,28397,None,None,64459,407891,Emergency Shelter Clearinghouses,None,16173,IMPACT - 211, AgencySystem_Name: None,1839992,IMPACT
1222508,14851,14851,28397,None,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211, AgencySystem_Name: None,1839956,IMPACT
1222469,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839881,GREAT RIVERS 2-1-1
1222426,30482,30482,37477,None,None,64439,409485,Landlord/Tenant Dispute Resolution,None,23570,MILWAUKEE RENTAL HOUSING RESOURCE CENTER, AgencySystem_Name: None,1839813,MILWAUKEE RENTAL HOUSING RESOURCE CENTER
1222424,22504,22504,37587,None,None,64551,408943,VITA Programs,None,23592,VOLUNTEER INCOME TAX ASSISTANCE PROGRAM - SOUTHEAST WISCONSIN - SOCIAL DEVELOPMENT COMMISSION - TEUTONIA AVENUE, AgencySystem_Name: None,1839803,VOLUNTEER INCOME TAX ASSISTANCE PROGRAM - SOUTHEAST WISCONSIN
1222409,1688,1688,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839777,GREAT RIVERS 2-1-1
1222347,25087,25087,27115,None,None,46902,407761,Food Pantries,None,15510,UNITED METHODIST CHILDRENS SERVICES - 3910 W LISBON AVENUE, AgencySystem_Name: None,1839676, AgencySystem_ParentName: ""UNITED METHODIST CHILDRENS SERVICES""
1222335,25139,25139,30172,None,None,52022,407761,Food Pantries,None,16832,HARVEST OUTREACH, AgencySystem_Name: None,1839656,HARVEST OUTREACH
1222334,28859,28859,27621,None,None,47910,411476,Case/Care Management,None,15740,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE - MILWAUKEE COUNTY, AgencySystem_Name: None,1839652,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE
1222333,30482,30482,27745,None,None,48224,407978,Low Income/Subsidized Private Rental Housing,None,15823,HOUSING AUTHORITY OF THE CITY OF MILWAUKEE - HOUSING CHOICE VOUCHER PROGRAM, AgencySystem_Name: None,1839641,HOUSING AUTHORITY OF THE CITY OF MILWAUKEE
1222318,25206,25206,28505,None,None,50074,408016,Beds,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1839611,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1222279,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1839544,IMPACT
1222277,2777,2777,11483,5793,None,25765,414522,Medical Information Services,None,5793,GUNDERSEN LUTHERAN MEDICAL CENTER - SUPPORT SERVICES BUILDING,GUNDERSEN LUTHERAN MEDICAL CENTER,1839542,GUNDERSEN LUTHERAN MEDICAL CENTER
1222240,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839489,GREAT RIVERS 2-1-1
1222236,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839482,GREAT RIVERS 2-1-1
1222193,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839415,GREAT RIVERS 2-1-1
1222178,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839396,GREAT RIVERS 2-1-1
1222135,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839342,GREAT RIVERS 2-1-1
1222085,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839264,GREAT RIVERS 2-1-1
1222073,20244,20244,27055,None,None,63041,408265,Water Service Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST, AgencySystem_Name: None,1839241,COMMUNITY ADVOCATES
1222046,22736,22736,36980,None,None,63402,407761,Food Pantries,None,23247,EL BETHEL COGIC, AgencySystem_Name: None,1839213,EL BETHEL COGIC
1222025,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839179,GREAT RIVERS 2-1-1
1222004,35820,35820,36980,None,None,63402,407761,Food Pantries,None,23247,EL BETHEL COGIC, AgencySystem_Name: None,1839152,EL BETHEL COGIC
1222002,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1839150,IMPACT
1221994,22475,22475,27400,None,None,47512,410128,Emergency Room Care,None,15618,FROEDTERT AND MEDICAL COLLEGE OF WISCONSIN - FROEDTERT HOSPITAL CAMPUS, AgencySystem_Name: None,1839139,FROEDTERT AND MEDICAL COLLEGE OF WISCONSIN - FROEDTERT HOSPITAL CAMPUS
1221987,29950,29950,28399,16173,None,49737,413016,Central Intake/Assessment for Drug Use Disorders,None,16173,IMPACT - ACCESS POINT,IMPACT,1839130,IMPACT
1221980,33676,33676,28435,None,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE, AgencySystem_Name: None,1839122,MILWAUKEE RESCUE MISSION
1221978,14613,14613,20039,None,None,22973,414519,State Government Information Services,None,11403,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF HEALTH CARE ACCESS AND ACCOUNTABILITY, AgencySystem_Name: None,1839119,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES
1221968,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839103,GREAT RIVERS 2-1-1
1221958,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839090,GREAT RIVERS 2-1-1
1221951,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1839080,GREAT RIVERS 2-1-1
1221929,2890,2890,8734,None,None,61829,413247,General Crisis Intervention Hotlines,None,5721,FAMILY SERVICES OF NORTHEAST WISCONSIN (GREEN BAY), AgencySystem_Name: None,1839046,FAMILY SERVICES OF NORTHEAST WISCONSIN
1221922,38029,38029,28504,None,None,55073,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA, AgencySystem_Name: None,1839035,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1221820,38029,38029,28504,None,None,50063,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA, AgencySystem_Name: None,1838876,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1221792,30960,30960,28435,None,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE, AgencySystem_Name: None,1838835,MILWAUKEE RESCUE MISSION
